Fecha,Ib,Ig,Id,uv,To,hr,ws,p
2018-01-01 00:00:00,0.057,0.0,0.0,0.001,18.93,41.57,1.253,879.0692
2018-01-01 00:10:00,0.002,0.0,0.0,0.001,18.76,41.0,0.418,879.4363
2018-01-01 00:20:00,0.17,0.0,0.0,0.001,18.92,40.96,0.955,879.5181
2018-01-01 00:30:00,0.371,0.0,0.0,0.001,18.52,42.46,1.823,879.5826
2018-01-01 00:40:00,0.305,0.0,0.0,0.001,18.49,42.43,2.149,879.6826
2018-01-01 00:50:00,0.031,0.0,0.0,0.001,18.47,42.66,1.818,879.6572
2018-01-01 01:00:00,0.034,0.0,0.0,0.001,18.52,42.56,1.665,879.3943
2018-01-01 01:10:00,0.178,0.0,0.0,0.001,18.8,42.05,1.706,879.7149
2018-01-01 01:20:00,0.001,0.0,0.0,0.001,18.88,42.32,1.117,879.3454
2018-01-01 01:30:00,0.0,0.0,0.0,0.001,18.86,45.6,0.634,879.7399
2018-01-01 01:40:00,0.0,0.0,0.0,0.001,18.23,48.56,0.236,879.6896
2018-01-01 01:50:00,0.0,0.0,0.0,0.001,17.74,49.58,0.345,879.7796
2018-01-01 02:00:00,0.0,0.0,0.0,0.001,17.48,47.71,1.694,879.4608
2018-01-01 02:10:00,0.077,0.0,0.0,0.001,17.62,47.98,2.211,879.5995
2018-01-01 02:20:00,0.009,0.0,0.0,0.001,17.37,48.53,2.774,879.5427
2018-01-01 02:30:00,0.0,0.0,0.0,0.001,17.11,50.47,2.633,879.3618
2018-01-01 02:40:00,0.045,0.0,0.0,0.001,17.11,49.79,2.811,879.2644
2018-01-01 02:50:00,0.0,0.0,0.0,0.001,17.02,50.3,2.454,878.9791
2018-01-01 03:00:00,0.0,0.0,0.0,0.001,16.84,50.03,2.393,879.4934
2018-01-01 03:10:00,0.019,0.0,0.0,0.001,16.88,49.38,2.593,879.1656
2018-01-01 03:20:00,0.108,0.0,0.0,0.001,17.05,48.15,1.182,879.1754
2018-01-01 03:30:00,0.072,0.0,0.0,0.001,17.07,48.63,1.221,879.6489
2018-01-01 03:40:00,0.003,0.0,0.0,0.001,16.89,48.05,1.935,879.5831
2018-01-01 03:50:00,0.238,0.0,0.0,0.001,17.37,47.67,2.09,879.4934
2018-01-01 04:00:00,0.0,0.0,0.0,0.001,16.6,50.13,2.616,879.4774
2018-01-01 04:10:00,0.0,0.0,0.0,0.001,16.33,49.79,2.536,879.6645
2018-01-01 04:20:00,0.0,0.0,0.0,0.001,16.25,48.9,2.58,879.4615
2018-01-01 04:30:00,0.112,0.0,0.0,0.001,16.19,51.87,2.243,879.5093
2018-01-01 04:40:00,0.0,0.0,0.0,0.001,15.75,52.31,1.51,879.7232
2018-01-01 04:50:00,0.02,0.0,0.0,0.001,15.61,51.7,1.711,879.8209
2018-01-01 05:00:00,0.007,0.0,0.0,0.001,15.75,49.72,0.954,879.8939
2018-01-01 05:10:00,0.008,0.0,0.0,0.001,16.01,49.0,0.603,879.8206
2018-01-01 05:20:00,0.24,0.0,0.0,0.001,15.97,48.8,1.634,879.8087
2018-01-01 05:30:00,0.054,0.0,0.0,0.001,15.87,51.8,1.627,879.8648
2018-01-01 05:40:00,0.0,0.0,0.0,0.001,15.82,48.46,0.689,879.8184
2018-01-01 05:50:00,0.155,0.0,0.0,0.001,16.07,49.28,1.074,879.8839
2018-01-01 06:00:00,0.247,0.0,0.0,0.001,16.11,50.09,1.655,880.0306
2018-01-01 06:10:00,0.092,0.0,0.0,0.001,15.89,46.69,1.731,880.0162
2018-01-01 06:20:00,0.137,0.0,0.0,0.001,16.09,49.62,2.496,880.3491
2018-01-01 06:30:00,0.127,0.0,0.0,0.001,15.95,46.14,2.515,880.4636
2018-01-01 06:40:00,0.073,0.0,0.0,0.001,16.47,48.56,1.701,880.4135
2018-01-01 06:50:00,0.0,0.0,0.0,0.001,15.36,54.46,2.069,880.5383
2018-01-01 07:00:00,0.002,0.0,0.0,0.002,14.91,53.98,1.64,880.8123
2018-01-01 07:10:00,0.0,0.004,0.0,0.006,14.76,54.66,1.658,880.9359
2018-01-01 07:20:00,0.005,2.993,2.167,0.018,14.49,55.44,2.008,881.0939
2018-01-01 07:30:00,17.81,13.14,11.06,0.04,15.29,48.33,1.435,881.1965
2018-01-01 07:40:00,84.2,32.14,21.4,0.077,15.48,51.9,1.259,881.1368
2018-01-01 07:50:00,143.3,54.13,32.13,0.133,15.52,51.97,1.546,881.3184
2018-01-01 08:00:00,200.3,79.37,41.62,0.216,15.46,50.91,1.754,881.3942
2018-01-01 08:10:00,257.2,108.3,51.39,0.327,15.92,50.26,1.956,881.4641
2018-01-01 08:20:00,318.6,141.4,59.85,0.472,16.3,47.16,1.684,881.434
2018-01-01 08:30:00,375.0,176.0,67.53,0.657,17.14,44.37,1.278,881.3181
2018-01-01 08:40:00,424.9,212.4,75.03,0.884,17.94,42.97,0.862,881.6285
2018-01-01 08:50:00,460.4,243.5,79.86,1.171,18.9,37.35,0.086,881.9156
2018-01-01 09:00:00,501.4,278.3,84.3,1.512,20.79,37.18,0.019,882.1439
2018-01-01 09:10:00,533.6,315.4,90.5,1.893,21.1,37.79,0.982,882.291
2018-01-01 09:20:00,556.8,349.5,95.7,2.308,21.11,36.16,1.494,882.4298
2018-01-01 09:30:00,574.3,379.8,100.1,2.753,21.3,34.21,1.523,881.9874
2018-01-01 09:40:00,589.4,410.6,105.8,3.231,21.44,32.71,1.2,882.1599
2018-01-01 09:50:00,611.2,445.6,110.8,3.776,21.68,33.5,1.851,882.0784
2018-01-01 10:00:00,635.3,478.3,113.4,4.369,21.67,32.24,1.909,882.1277
2018-01-01 10:10:00,656.5,510.6,116.3,4.996,21.87,33.09,2.229,882.4298
2018-01-01 10:20:00,668.1,539.4,120.5,5.575,21.71,34.28,2.655,882.3807
2018-01-01 10:30:00,681.6,567.1,124.0,6.177,21.81,31.86,3.28,882.3563
2018-01-01 10:40:00,690.4,589.5,126.1,6.759,22.23,30.43,2.398,882.4955
2018-01-01 10:50:00,694.7,610.5,130.2,7.31,22.91,30.06,2.211,882.4129
2018-01-01 11:00:00,704.5,633.5,133.1,7.897,23.05,30.09,2.115,882.3483
2018-01-01 11:10:00,711.6,654.5,135.2,8.4,22.98,29.75,3.019,881.95
2018-01-01 11:20:00,710.9,667.4,138.8,8.75,23.62,28.25,2.024,881.9832
2018-01-01 11:30:00,716.2,685.3,142.1,9.23,23.91,28.01,2.425,882.2335
2018-01-01 11:40:00,724.7,701.7,143.3,9.71,24.09,28.04,2.539,881.72
2018-01-01 11:50:00,724.8,711.2,145.6,10.06,24.53,27.05,2.005,881.6406
2018-01-01 12:00:00,729.0,721.1,146.4,10.43,24.98,25.69,1.692,881.4978
2018-01-01 12:10:00,723.6,727.2,149.1,10.6,25.3,25.55,2.45,881.4269
2018-01-01 12:20:00,729.9,733.3,149.0,10.89,25.99,24.39,0.971,881.4082
2018-01-01 12:30:00,732.0,737.9,147.7,11.2,26.52,24.67,1.6,881.2032
2018-01-01 12:40:00,724.2,737.6,150.7,11.15,25.61,25.04,1.795,881.0704
2018-01-01 12:50:00,732.1,743.9,150.8,11.35,26.27,22.59,1.84,880.7544
2018-01-01 13:00:00,745.0,753.0,149.9,11.62,26.3,25.62,2.334,880.5871
2018-01-01 13:10:00,745.9,748.0,148.7,11.54,26.55,22.45,1.616,880.1791
2018-01-01 13:20:00,727.8,731.0,147.2,11.13,26.88,23.47,1.263,880.0252
2018-01-01 13:30:00,719.4,720.2,147.6,10.72,27.39,22.59,1.912,879.9407
2018-01-01 13:40:00,715.5,713.3,147.4,10.52,27.47,22.28,1.628,879.6044
2018-01-01 13:50:00,717.7,707.5,147.3,10.39,27.8,22.21,1.551,879.1288
2018-01-01 14:00:00,697.0,689.3,150.6,9.87,27.55,22.69,1.836,878.9479
2018-01-01 14:10:00,639.9,652.9,163.2,8.98,28.34,23.0,1.371,878.8233
2018-01-01 14:20:00,643.5,658.6,170.8,8.61,26.45,23.13,2.095,878.7858
2018-01-01 14:30:00,630.4,644.2,177.7,8.11,27.59,22.01,1.922,878.3232
2018-01-01 14:40:00,594.9,611.9,178.9,7.366,28.09,21.8,2.227,878.5299
2018-01-01 14:50:00,572.2,582.1,176.6,6.659,28.62,19.76,1.034,878.329
2018-01-01 15:00:00,545.1,566.9,188.7,5.91,29.2,20.07,1.538,878.0468
2018-01-01 15:10:00,454.4,498.2,186.6,4.889,29.2,21.09,2.234,878.0963
2018-01-01 15:20:00,420.9,460.7,180.1,4.217,28.19,21.06,1.414,877.6088
2018-01-01 15:30:00,417.4,432.6,167.7,3.76,28.66,21.09,2.04,877.8961
2018-01-01 15:40:00,406.9,405.5,158.7,3.343,28.24,20.88,2.346,877.6521
2018-01-01 15:50:00,410.5,385.9,150.3,2.937,28.69,19.62,1.859,877.3032
2018-01-01 16:00:00,398.6,360.8,143.9,2.532,28.98,20.1,1.351,877.1881
2018-01-01 16:10:00,376.1,340.3,146.3,2.136,29.3,19.38,1.284,877.2197
2018-01-01 16:20:00,333.3,301.2,138.0,1.764,29.05,19.83,1.45,877.1721
2018-01-01 16:30:00,313.5,260.3,116.6,1.444,27.91,22.35,2.626,877.055
2018-01-01 16:40:00,299.3,232.8,105.3,1.157,26.82,22.08,2.464,876.9652
2018-01-01 16:50:00,257.4,193.3,93.0,0.897,27.23,23.03,2.289,877.066
2018-01-01 17:00:00,216.2,158.8,81.4,0.683,26.88,22.49,2.133,877.1396
2018-01-01 17:10:00,184.1,129.7,69.91,0.508,26.8,23.06,1.84,877.2251
2018-01-01 17:20:00,138.5,98.8,57.62,0.362,26.33,23.64,2.348,877.5137
2018-01-01 17:30:00,46.11,58.63,41.74,0.245,26.21,24.22,1.727,877.3019
2018-01-01 17:40:00,0.021,30.77,25.77,0.157,25.62,24.73,2.041,877.3726
2018-01-01 17:50:00,9.83,19.33,15.41,0.093,25.4,24.87,1.404,877.1589
2018-01-01 18:00:00,1.202,11.88,9.56,0.051,25.16,25.28,1.861,877.4227
2018-01-01 18:10:00,0.0,4.959,3.617,0.024,24.77,26.47,1.889,877.486
2018-01-01 18:20:00,0.0,0.214,0.036,0.009,24.41,27.05,2.04,877.3947
2018-01-01 18:30:00,0.0,0.0,0.0,0.002,23.85,28.04,2.37,877.5889
2018-01-01 18:40:00,0.0,0.0,0.0,0.0,23.58,29.82,2.093,877.5211
2018-01-01 18:50:00,0.0,0.0,0.0,0.0,22.73,31.52,2.59,877.6648
2018-01-01 19:00:00,0.0,0.0,0.0,0.0,21.95,33.05,3.598,877.7308
2018-01-01 19:10:00,0.0,0.0,0.0,0.0,21.78,32.88,3.449,877.7911
2018-01-01 19:20:00,0.0,0.0,0.0,0.0,21.44,34.21,3.08,877.8577
2018-01-01 19:30:00,0.0,0.0,0.0,0.0,21.34,34.45,2.659,878.1117
2018-01-01 19:40:00,0.0,0.0,0.0,0.0,21.23,34.55,2.211,878.21
2018-01-01 19:50:00,0.0,0.0,0.0,0.0,21.37,34.28,0.885,878.3076
2018-01-01 20:00:00,0.006,0.0,0.0,0.0,21.5,33.46,0.127,878.5034
2018-01-01 20:10:00,0.022,0.0,0.0,0.0,21.69,32.24,0.336,878.5702
2018-01-01 20:20:00,0.291,0.0,0.0,0.0,22.04,32.37,0.883,878.8229
2018-01-01 20:30:00,0.26,0.0,0.0,0.0,22.01,34.04,1.357,879.0276
2018-01-01 20:40:00,0.382,0.0,0.0,0.0,22.2,32.92,1.697,878.9863
2018-01-01 20:50:00,0.142,0.0,0.0,0.0,22.41,33.77,1.068,879.0027
2018-01-01 21:00:00,0.296,0.0,0.0,0.0,22.51,32.71,1.877,879.2079
2018-01-01 21:10:00,0.011,0.0,0.0,0.0,22.46,32.51,1.243,879.4857
2018-01-01 21:20:00,0.001,0.0,0.0,0.0,22.33,32.65,1.789,879.5914
2018-01-01 21:30:00,0.007,0.0,0.0,0.0,22.5,31.59,1.819,879.3872
2018-01-01 21:40:00,0.068,0.0,0.0,0.0,22.77,31.04,1.381,879.7723
2018-01-01 21:50:00,0.094,0.0,0.0,0.0,22.69,33.53,1.163,879.976
2018-01-01 22:00:00,0.053,0.0,0.0,0.0,22.6,34.01,0.639,879.6404
2018-01-01 22:10:00,0.0,0.0,0.0,0.0,22.43,34.25,0.378,879.8699
2018-01-01 22:20:00,0.0,0.0,0.0,0.0,21.86,37.04,1.644,879.9679
2018-01-01 22:30:00,0.008,0.0,0.0,0.0,21.44,37.55,1.939,879.9344
2018-01-01 22:40:00,0.084,0.0,0.0,0.0,21.39,39.19,1.338,879.7144
2018-01-01 22:50:00,0.0,0.0,0.0,0.0,20.84,40.48,0.466,879.665
2018-01-01 23:00:00,0.0,0.0,0.0,0.0,20.31,40.93,0.803,879.8132
2018-01-01 23:10:00,0.0,0.0,0.0,0.0,20.08,40.59,1.428,879.7462
2018-01-01 23:20:00,0.113,0.0,0.0,0.0,19.99,40.59,2.614,880.0094
2018-01-01 23:30:00,0.038,0.0,0.0,0.0,19.83,40.89,2.985,880.1151
2018-01-01 23:40:00,0.028,0.0,0.0,0.0,19.79,41.0,3.191,880.1644
2018-01-01 23:50:00,0.013,0.0,0.0,0.0,19.71,41.51,2.756,880.0659
2018-01-02 00:00:00,0.0,0.0,0.0,0.0,19.51,41.74,2.711,880.3031
2018-01-02 00:10:00,0.298,0.0,0.0,0.0,19.55,40.79,2.748,880.2949
2018-01-02 00:20:00,0.284,0.0,0.0,0.0,19.64,40.21,2.514,880.1306
2018-01-02 00:30:00,0.003,0.0,0.0,0.0,19.6,41.92,2.074,879.9189
2018-01-02 00:40:00,0.0,0.0,0.0,0.0,19.34,41.92,2.611,879.976
2018-01-02 00:50:00,0.0,0.0,0.0,0.0,19.24,41.95,2.574,879.976
2018-01-02 01:00:00,0.0,0.0,0.0,0.0,19.17,42.09,1.693,880.0827
2018-01-02 01:10:00,0.0,0.0,0.0,0.0,19.0,43.18,1.966,880.1476
2018-01-02 01:20:00,0.002,0.0,0.0,0.0,18.84,42.63,1.869,880.2051
2018-01-02 01:30:00,0.145,0.0,0.0,0.0,18.9,43.14,1.89,880.7211
2018-01-02 01:40:00,0.0,0.0,0.0,0.0,18.76,43.48,1.73,880.7693
2018-01-02 01:50:00,0.0,0.0,0.0,0.0,18.54,43.48,1.483,880.8022
2018-01-02 02:00:00,0.0,0.0,0.0,0.001,18.41,43.79,0.861,880.6213
2018-01-02 02:10:00,0.0,0.0,0.0,0.001,18.2,44.81,0.832,880.3934
2018-01-02 02:20:00,0.055,0.0,0.0,0.001,18.17,43.55,2.163,880.7612
2018-01-02 02:30:00,0.0,0.0,0.0,0.001,18.11,44.68,1.841,880.2858
2018-01-02 02:40:00,0.0,0.0,0.0,0.001,17.69,45.56,1.991,880.5246
2018-01-02 02:50:00,0.03,0.0,0.0,0.001,17.74,44.74,2.443,880.6548
2018-01-02 03:00:00,0.0,0.0,0.0,0.001,17.64,45.19,2.545,880.6622
2018-01-02 03:10:00,0.0,0.0,0.0,0.001,17.36,46.24,2.315,880.1313
2018-01-02 03:20:00,0.0,0.0,0.0,0.001,16.95,46.55,1.923,880.2622
2018-01-02 03:30:00,0.067,0.0,0.0,0.001,16.97,45.66,2.641,880.4749
2018-01-02 03:40:00,0.158,0.0,0.0,0.001,17.06,45.08,3.061,880.1968
2018-01-02 03:50:00,0.003,0.0,0.0,0.001,16.98,45.49,2.67,880.1405
2018-01-02 04:00:00,0.037,0.0,0.0,0.001,16.95,45.02,2.743,880.6383
2018-01-02 04:10:00,0.123,0.0,0.0,0.001,17.07,45.12,2.473,880.663
2018-01-02 04:20:00,0.0,0.0,0.0,0.001,16.72,46.14,2.401,880.6376
2018-01-02 04:30:00,0.02,0.0,0.0,0.001,16.72,46.04,2.493,880.6067
2018-01-02 04:40:00,0.0,0.0,0.0,0.001,16.37,47.78,2.534,880.7695
2018-01-02 04:50:00,0.0,0.0,0.0,0.001,16.12,48.08,2.123,880.4333
2018-01-02 05:00:00,0.022,0.0,0.0,0.001,16.26,47.13,1.556,880.5655
2018-01-02 05:10:00,0.017,0.0,0.0,0.001,16.29,47.71,1.453,880.9413
2018-01-02 05:20:00,0.0,0.0,0.0,0.001,16.17,48.87,0.577,881.0228
2018-01-02 05:30:00,0.0,0.0,0.0,0.001,16.05,48.66,1.502,880.7856
2018-01-02 05:40:00,0.0,0.0,0.0,0.001,15.88,49.92,1.286,880.9571
2018-01-02 05:50:00,0.02,0.0,0.0,0.001,15.55,51.12,1.633,880.5889
2018-01-02 06:00:00,0.0,0.0,0.0,0.001,14.92,54.42,2.265,880.773
2018-01-02 06:10:00,0.0,0.0,0.0,0.001,14.64,53.54,2.279,880.8943
2018-01-02 06:20:00,0.0,0.0,0.0,0.001,14.54,55.96,2.465,880.8622
2018-01-02 06:30:00,0.0,0.0,0.0,0.001,14.16,55.21,2.555,880.9619
2018-01-02 06:40:00,0.317,0.0,0.0,0.001,14.59,53.2,3.354,881.1252
2018-01-02 06:50:00,0.206,0.0,0.0,0.001,14.84,53.06,2.965,881.182
2018-01-02 07:00:00,0.287,0.0,0.0,0.002,14.81,52.99,3.12,881.2221
2018-01-02 07:10:00,0.082,0.029,0.0,0.006,14.76,52.96,2.738,881.3737
2018-01-02 07:20:00,0.105,3.333,2.515,0.019,14.71,53.61,2.265,881.6492
2018-01-02 07:30:00,11.98,13.44,10.42,0.045,14.53,53.81,1.768,881.5242
2018-01-02 07:40:00,85.5,32.59,21.36,0.089,14.78,53.64,1.278,881.5467
2018-01-02 07:50:00,170.0,58.06,31.65,0.156,14.28,55.79,1.706,881.6541
2018-01-02 08:00:00,253.4,87.9,41.79,0.253,14.47,53.34,1.838,881.9487
2018-01-02 08:10:00,322.5,119.3,50.45,0.39,15.12,51.97,1.562,881.8821
2018-01-02 08:20:00,371.1,150.2,57.98,0.569,15.94,48.73,0.653,882.1412
2018-01-02 08:30:00,420.6,177.1,65.12,0.802,16.8,46.99,0.464,882.1259
2018-01-02 08:40:00,463.3,218.8,71.42,1.086,17.61,43.52,0.118,882.3093
2018-01-02 08:50:00,509.2,256.5,77.48,1.435,19.31,37.76,0.15,882.6524
2018-01-02 09:00:00,537.1,292.1,84.0,1.838,19.52,40.31,1.086,882.8964
2018-01-02 09:10:00,561.1,326.0,89.6,2.288,19.15,42.29,1.526,882.978
2018-01-02 09:20:00,595.3,366.9,95.5,2.817,18.86,41.03,1.96,883.1334
2018-01-02 09:30:00,608.6,398.0,101.7,3.366,19.23,39.29,2.24,882.8469
2018-01-02 09:40:00,626.2,432.9,107.6,3.956,18.94,39.36,2.867,883.2888
2018-01-02 09:50:00,638.2,460.9,111.3,4.517,19.21,40.07,2.761,883.0914
2018-01-02 10:00:00,657.8,494.2,115.6,5.204,19.46,38.13,2.791,883.0278
2018-01-02 10:10:00,677.3,527.5,120.1,5.931,19.87,38.2,2.828,883.3539
2018-01-02 10:20:00,690.7,555.6,123.8,6.652,20.64,35.99,2.169,882.8787
2018-01-02 10:30:00,710.5,585.6,124.9,7.424,20.86,36.8,2.369,882.8879
2018-01-02 10:40:00,723.4,610.7,125.8,8.13,20.1,38.23,2.439,882.9699
2018-01-02 10:50:00,736.4,634.2,127.4,8.86,20.75,33.12,1.095,882.9767
2018-01-02 11:00:00,743.7,656.9,130.2,9.61,21.39,36.94,2.105,882.6833
2018-01-02 11:10:00,757.6,681.4,130.8,10.36,20.83,35.58,2.482,882.3724
2018-01-02 11:20:00,766.0,696.9,131.3,10.98,22.06,31.59,1.361,882.3154
2018-01-02 11:30:00,774.2,715.2,132.2,11.64,22.76,32.65,1.817,882.3574
2018-01-02 11:40:00,786.6,732.3,130.8,12.26,22.32,32.78,1.78,881.9271
2018-01-02 11:50:00,797.9,748.7,130.4,12.8,21.84,32.88,1.745,881.6315
2018-01-02 12:00:00,803.0,759.1,130.3,13.21,22.64,30.39,1.756,881.1807
2018-01-02 12:10:00,802.0,769.1,134.0,13.56,23.72,30.46,2.29,881.0653
2018-01-02 12:20:00,779.1,762.2,140.5,13.36,24.16,30.39,1.719,881.1429
2018-01-02 12:30:00,768.0,762.3,143.0,13.41,23.17,30.02,1.623,880.9512
2018-01-02 12:40:00,778.3,770.6,143.6,13.62,24.49,27.6,1.658,880.6418
2018-01-02 12:50:00,780.3,774.8,145.1,13.75,24.63,29.16,2.402,880.4527
2018-01-02 13:00:00,770.7,771.0,148.3,13.59,24.48,28.21,1.677,880.2144
2018-01-02 13:10:00,726.0,749.0,154.7,13.36,24.88,28.0,2.635,879.8704
2018-01-02 13:20:00,710.4,746.8,161.0,13.19,24.63,28.14,2.502,879.5037
2018-01-02 13:30:00,717.5,745.3,161.8,12.98,25.03,28.93,1.619,879.0389
2018-01-02 13:40:00,704.6,738.4,168.3,12.64,25.52,27.22,2.207,878.6835
2018-01-02 13:50:00,666.1,718.8,176.5,12.06,25.53,27.67,2.25,878.4987
2018-01-02 14:00:00,618.4,687.3,181.7,11.34,24.99,27.7,1.782,878.6173
2018-01-02 14:10:00,610.9,669.3,179.2,10.84,25.87,26.4,0.795,878.1299
2018-01-02 14:20:00,618.4,660.0,175.0,10.32,25.53,25.38,1.281,878.1464
2018-01-02 14:30:00,617.9,638.5,168.1,9.68,25.84,24.43,1.244,877.7712
2018-01-02 14:40:00,652.5,638.8,162.5,9.21,27.03,24.19,1.253,877.7433
2018-01-02 14:50:00,637.1,608.6,156.2,8.47,26.73,23.81,1.53,877.3504
2018-01-02 15:00:00,649.9,596.2,150.9,7.95,27.92,24.73,1.442,877.5361
2018-01-02 15:10:00,624.5,564.4,147.6,7.181,26.68,24.56,1.705,877.1051
2018-01-02 15:20:00,599.1,525.7,141.3,6.367,27.12,23.78,1.046,877.1531
2018-01-02 15:30:00,599.5,503.2,135.1,5.714,27.01,24.16,2.185,877.2247
2018-01-02 15:40:00,598.1,478.5,129.2,5.073,27.15,24.05,1.423,876.9152
2018-01-02 15:50:00,582.3,447.1,123.6,4.436,27.21,24.12,2.134,876.422
2018-01-02 16:00:00,575.5,422.7,119.6,3.822,26.06,24.46,2.014,876.8072
2018-01-02 16:10:00,551.5,386.3,113.8,3.232,26.62,22.69,0.936,876.1851
2018-01-02 16:20:00,511.7,342.5,106.5,2.658,28.05,21.97,0.469,876.7758
2018-01-02 16:30:00,477.4,306.9,100.9,2.193,28.89,21.46,0.616,876.2314
2018-01-02 16:40:00,440.5,272.8,94.5,1.759,27.96,22.96,1.175,876.2899
2018-01-02 16:50:00,397.8,234.2,87.3,1.367,27.76,22.21,0.599,876.0398
2018-01-02 17:00:00,374.9,204.6,79.94,1.046,28.11,23.37,1.423,875.9204
2018-01-02 17:10:00,339.8,174.5,72.2,0.774,26.34,25.01,1.523,875.9438
2018-01-02 17:20:00,293.5,140.0,62.64,0.548,26.51,23.47,0.629,876.4919
2018-01-02 17:30:00,232.5,104.6,51.3,0.371,26.74,25.89,1.665,876.2446
2018-01-02 17:40:00,173.6,76.14,41.25,0.239,25.32,27.25,2.141,875.8679
2018-01-02 17:50:00,99.1,47.66,29.37,0.142,24.7,27.66,2.4,875.8881
2018-01-02 18:00:00,28.09,21.46,15.15,0.077,24.19,28.38,2.296,876.2083
2018-01-02 18:10:00,1.597,8.51,6.191,0.037,23.81,28.96,1.974,876.34
2018-01-02 18:20:00,0.0,0.54,0.22,0.014,23.51,29.54,1.682,876.4543
2018-01-02 18:30:00,0.0,0.0,0.0,0.004,23.23,29.95,1.522,876.4385
2018-01-02 18:40:00,0.0,0.0,0.0,0.001,22.93,30.77,1.266,876.2622
2018-01-02 18:50:00,0.0,0.0,0.0,0.0,22.57,31.42,1.818,876.371
2018-01-02 19:00:00,0.0,0.0,0.0,0.0,22.27,32.1,2.25,876.5488
2018-01-02 19:10:00,0.0,0.0,0.0,0.0,21.67,36.94,2.699,876.6857
2018-01-02 19:20:00,0.0,0.0,0.0,0.0,20.38,37.93,4.0,876.7037
2018-01-02 19:30:00,0.0,0.0,0.0,0.0,20.2,38.34,4.084,876.6879
2018-01-02 19:40:00,0.0,0.0,0.0,0.0,20.1,39.87,3.498,876.8439
2018-01-02 19:50:00,0.0,0.0,0.0,0.0,19.83,41.13,3.494,876.5728
2018-01-02 20:00:00,0.0,0.0,0.0,0.0,19.34,42.66,3.094,876.8362
2018-01-02 20:10:00,0.0,0.0,0.0,0.0,19.36,42.05,2.814,877.0237
2018-01-02 20:20:00,0.0,0.0,0.0,0.001,19.27,43.11,2.171,877.1547
2018-01-02 20:30:00,0.0,0.0,0.0,0.0,18.94,43.82,1.815,877.1788
2018-01-02 20:40:00,0.0,0.0,0.0,0.001,18.95,43.93,1.017,876.7526
2018-01-02 20:50:00,0.0,0.0,0.0,0.001,18.83,44.61,0.405,876.6965
2018-01-02 21:00:00,0.003,0.0,0.0,0.001,18.89,42.84,1.004,876.959
2018-01-02 21:10:00,0.0,0.0,0.0,0.001,19.05,43.55,0.128,877.2939
2018-01-02 21:20:00,0.314,0.0,0.0,0.001,18.87,42.29,1.063,877.367
2018-01-02 21:30:00,0.247,0.0,0.0,0.001,19.12,41.71,1.408,877.5963
2018-01-02 21:40:00,0.0,0.0,0.0,0.001,18.98,43.11,0.393,877.5145
2018-01-02 21:50:00,0.002,0.0,0.0,0.001,18.82,42.09,0.817,877.4807
2018-01-02 22:00:00,0.091,0.0,0.0,0.001,18.87,41.61,0.352,877.4901
2018-01-02 22:10:00,0.141,0.0,0.0,0.001,18.66,46.35,1.079,878.1124
2018-01-02 22:20:00,0.0,0.0,0.0,0.001,17.93,48.53,0.509,877.9142
2018-01-02 22:30:00,0.081,0.0,0.0,0.001,17.7,47.57,1.905,877.7842
2018-01-02 22:40:00,0.359,0.0,0.0,0.001,18.31,46.04,2.509,878.1038
2018-01-02 22:50:00,0.323,0.0,0.0,0.001,18.51,46.92,2.69,878.3652
2018-01-02 23:00:00,0.0,0.0,0.0,0.001,17.62,48.8,2.685,878.1519
2018-01-02 23:10:00,0.0,0.0,0.0,0.001,17.5,49.28,2.231,878.3646
2018-01-02 23:20:00,0.069,0.0,0.0,0.001,17.6,47.23,2.204,878.4882
2018-01-02 23:30:00,0.091,0.0,0.0,0.001,18.08,44.74,1.71,878.1514
2018-01-02 23:40:00,0.0,0.0,0.0,0.001,18.11,46.65,1.303,878.5373
2018-01-02 23:50:00,0.0,0.0,0.0,0.001,17.7,45.73,1.124,878.3408
2018-01-03 00:00:00,0.002,0.0,0.0,0.001,17.74,45.87,1.585,878.8147
2018-01-03 00:10:00,0.0,0.0,0.0,0.001,17.47,44.91,1.424,878.6995
2018-01-03 00:20:00,0.098,0.0,0.0,0.001,17.43,45.05,1.931,878.8971
2018-01-03 00:30:00,0.0,0.0,0.0,0.001,17.3,45.63,1.766,878.6511
2018-01-03 00:40:00,0.001,0.0,0.0,0.001,17.18,46.14,2.036,878.8311
2018-01-03 00:50:00,0.109,0.0,0.0,0.001,17.08,45.9,1.687,878.6674
2018-01-03 01:00:00,0.013,0.0,0.0,0.001,16.93,46.28,2.223,878.9132
2018-01-03 01:10:00,0.079,0.0,0.0,0.001,16.81,46.72,2.563,879.1255
2018-01-03 01:20:00,0.0,0.0,0.0,0.001,16.47,47.37,2.283,878.8135
2018-01-03 01:30:00,0.0,0.0,0.0,0.001,16.1,50.33,2.843,878.8643
2018-01-03 01:40:00,0.034,0.0,0.0,0.001,15.88,49.75,2.591,878.6514
2018-01-03 01:50:00,0.0,0.0,0.0,0.001,15.63,50.33,2.195,878.9125
2018-01-03 02:00:00,0.049,0.0,0.0,0.001,15.75,50.33,2.584,878.921
2018-01-03 02:10:00,0.007,0.0,0.0,0.001,15.62,51.56,2.724,878.79
2018-01-03 02:20:00,0.011,0.0,0.0,0.001,15.44,52.07,3.223,878.6755
2018-01-03 02:30:00,0.0,0.0,0.0,0.001,15.3,52.48,2.709,878.6182
